id_parlamentar,casa,nome_eleitoral,partido,UF,twitter,conteudo,n,engajamento,engajamento_mediano
204540,câmara,MARIA ROSAS,PRB,SP,depmariarosas,proprio,25,161,6
204541,câmara,EDUARDO BISMARCK,PDT,CE,eduardobismarck,proprio,101,235,2
204542,câmara,DENIS BEZERRA,PSB,CE,denisbezerra,proprio,5,20,3
204543,câmara,LUIZ FLÁVIO GOMES,PSB,SP,professorLFG,proprio,73,49991,243
204544,câmara,ALEXANDRE FROTA,PSL,SP,alefrotabrasil,proprio,830,320063,106
204545,câmara,ALÊ SILVA,PSL,MG,oficialalesilva,proprio,39,186,4
204546,câmara,JOICE HASSELMANN,PSL,SP,joicehasselmann,proprio,457,2194507,3042
204547,câmara,LÉO MOTTA,PSL,MG,NA,proprio,0,0,0
204548,câmara,HEITOR FREIRE,PSL,CE,HeitorFreireCE,proprio,59,28430,61
204549,câmara,AJ ALBUQUERQUE,PP,CE,NA,proprio,0,0,0
204550,câmara,JÚNIOR MANO,PR,CE,jrmano_,proprio,0,0,0
204551,câmara,BOSCO SARAIVA,SOLIDARIEDADE,AM,boscosaraiva,proprio,133,2296,17
204552,câmara,EDUARDO BRAIDE,PMN,MA,SouEduardo33,proprio,0,0,0
204553,câmara,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,sgtisidorio,proprio,0,0,0
204554,câmara,ABÍLIO SANTANA,PR,BA,AbilioSantana_,proprio,0,0,0
204555,câmara,JOSÉ RICARDO,PT,AM,ZeRicardoAM,proprio,216,3042,7
204556,câmara,MARCELO RAMOS,PR,AM,marceloramosam,proprio,555,4947,3
204557,câmara,SIDNEY LEITE,PSD,AM,sidneyleite_,proprio,78,126,1
204558,câmara,MARCELO NILO,PSB,BA,depmarcelonilo,proprio,8,53,6
204559,câmara,ZÉ NETO,PT,BA,depzeneto,proprio,27,190,5
204560,câmara,ADOLFO VIANA,PSDB,BA,AdolfoViana_,proprio,0,0,0
204561,câmara,BIRA DO PINDARÉ,PSB,MA,BiradoPindare,proprio,264,3344,9
204562,câmara,EDILÁZIO JÚNIOR,PSD,MA,DepEdilazioJr,proprio,0,0,0
204563,câmara,JOSIMAR MARANHÃOZINHO,PR,MA,josimarPR22,proprio,38,221,5
204564,câmara,IGOR KANNÁRIO,PHS,BA,NA,proprio,0,0,0
204565,câmara,PROFESSORA DAYANE PIMENTEL,PSL,BA,deppimentel,proprio,243,38633,45
204566,câmara,MARRECA FILHO,PATRI,MA,depmarrecafilho,proprio,31,21,0
204567,câmara,RAIMUNDO COSTA,PRP,BA,NA,proprio,0,0,0
204569,câmara,DELEGADO PABLO,PSL,AM,DelegadoPablo_,proprio,94,769,7
204570,câmara,PASTOR GILDENEMYR,PMN,MA,DGildenemyr,proprio,16,48,3
204571,câmara,ALEX SANTANA,PDT,BA,NA,proprio,0,0,0
204572,câmara,CAPITÃO ALBERTO NETO,PRB,AM,capalbertoneto,proprio,82,587,7
204573,câmara,OTTO ALENCAR FILHO,PSD,BA,ottoalencarfilh,proprio,0,0,0
204574,câmara,JUNIOR LOURENÇO,PR,MA,junior_lourenco,proprio,0,0,0
204575,câmara,GIL CUTRIM,PDT,MA,gilcutrim,proprio,106,539,4
204576,câmara,JOÃO ROMA,PRB,BA,joaoromaneto,proprio,92,750,8
205476,câmara,CHARLES FERNANDES,PSD,BA,CharlesGbi,proprio,0,0,0
205535,câmara,PATRICIA FERRAZ,PR,AP,patricialferraz,proprio,0,0,0
205548,câmara,DAVID MIRANDA,PSOL,RJ,davidmirandario,proprio,134,1129205,3478.5
205550,câmara,JORGE BRAZ,PRB,RJ,Jorge_Braz,proprio,156,135,1
205863,câmara,MARCELO BRUM,PSL,RS,NA,proprio,0,0,0
205865,câmara,REINHOLD STEPHANES JUNIOR,PSD,PR,NA,proprio,0,0,0
206231,câmara,TED CONTI,PSB,ES,NA,proprio,0,0,0
207176,câmara,BIA CAVASSA,PSDB,MS,BiaCavassa,proprio,3,6,2
207309,câmara,ENÉIAS REIS,PSL,MG,DepEneiasReis,proprio,0,0,0
22,senado,ESPERIDIÃO AMIN,PP,SC,esperidiaoamin_,proprio,51,1503,13
2331,senado,ROSE DE FREITAS,PODE,ES,senadorarose,proprio,145,824,1
285,senado,MARCIO BITTAR,MDB,AC,marciombittar,proprio,51,206,2
3361,senado,JOSÉ MARANHÃO,MDB,PB,josemaranhaopb,proprio,3,0,0
3396,senado,TASSO JEREISSATI,PSDB,CE,tassojereissati,proprio,59,13962,21
345,senado,FLÁVIO ARNS,REDE,PR,ArnsFlavio,proprio,35,812,10
35,senado,JADER BARBALHO,MDB,PA,jader_barbalho,proprio,84,3355,34
374,senado,PAULO ROCHA,PT,PA,PauloRocha_13,proprio,360,4853,3
3777,senado,EDUARDO GOMES,MDB,TO,EduardoGomesTO,proprio,6,118,19.5
3806,senado,ZEQUINHA MARINHO,PSC,PA,ZequinhaMarinho,proprio,28,100,3
3830,senado,DAVI ALCOLUMBRE,DEM,AP,davialcolumbre,proprio,186,368369,867.5
4525,senado,FERNANDO COLLOR,PROS,AL,Collor,proprio,21,903,30
4531,senado,JAYME CAMPOS,DEM,MT,NA,proprio,0,0,0
4545,senado,JARBAS VASCONCELOS,MDB,PE,Jarbas156,proprio,14,32,2
4560,senado,SÉRGIO PETECÃO,PSD,AC,senadorpetecao,proprio,171,4831,1
470,senado,CHICO RODRIGUES,DEM,RR,NA,proprio,0,0,0
475,senado,CONFÚCIO MOURA,MDB,RO,confuciomoura,proprio,132,992,6
4770,senado,IZALCI LUCAS,PSDB,DF,IzalciLucas,proprio,139,6987,9
4981,senado,ACIR GURGACZ,PDT,RO,acirgurgacz,proprio,14,127,3.5
4994,senado,EDUARDO BRAGA,MDB,AM,EduardoBraga_AM,proprio,139,418,2
5008,senado,HUMBERTO COSTA,PT,PE,senadorhumberto,proprio,846,382662,151
5012,senado,RANDOLFE RODRIGUES,REDE,AP,randolfeap,proprio,257,228451,413
5236,senado,REGUFFE,S/Partido,DF,Reguffe,proprio,21,35914,1210
5322,senado,ROMÁRIO,PODE,RJ,RomarioOnze,proprio,138,102670,141
5350,senado,JORGINHO MELLO,PR,SC,jorginhomello,proprio,20,183,6.5
5352,senado,ROGÉRIO CARVALHO,PT,SE,SenadorRogerio,proprio,114,15624,16
5376,senado,MARA GABRILLI,PSDB,SP,maragabrilli,proprio,310,45305,1
5385,senado,IRAJÁ,PSD,TO,iraja555,proprio,37,465,10
5411,senado,WEVERTON,PDT,MA,wevertonrocha,proprio,288,6080,13
5422,senado,MARCOS ROGÉRIO,DEM,RO,MarcosRogerio,proprio,6,653,27.5
5502,senado,PLÍNIO VALÉRIO,PSDB,AM,PlinioValerio45,proprio,344,3243,3
5523,senado,OTTO ALENCAR,PSD,BA,ottoalencar,proprio,62,1325,11.5
5525,senado,OMAR AZIZ,PSD,AM,OmarAzizPSD,proprio,23,480,9
5527,senado,SIMONE TEBET,MDB,MS,SimoneTebetms,proprio,44,133651,244.5
5529,senado,ANTONIO ANASTASIA,PSDB,MG,Anastasia,proprio,101,28338,52
5531,senado,ELMANO FÉRRER,PODE,PI,elmanoferrer,proprio,137,1009,5
5533,senado,LASIER MARTINS,PODE,RS,lasiermartins,proprio,723,240003,5
5535,senado,TELMÁRIO MOTA,PROS,RR,TelmarioMotaRR,proprio,202,468,1
5537,senado,DÁRIO BERGER,MDB,SC,darioberger,proprio,77,1057,6
5540,senado,FERNANDO BEZERRA COELHO,MDB,PE,fbezerracoelho,proprio,10,440,7
5557,senado,MAILZA GOMES,PP,AC,MailzaGomes,proprio,32,153,4
5585,senado,LUIZ DO CARMO,MDB,GO,_luizdocarmo,proprio,86,409,3
5627,senado,JEAN PAUL PRATES,PT,RN,jpprates,proprio,196,5679,13
5666,senado,MAJOR OLIMPIO,PSL,SP,majorolimpio,proprio,163,614850,2393
5718,senado,ELIZIANE GAMA,PPS,MA,elizianegama,proprio,107,4351,23
5732,senado,RODRIGO PACHECO,DEM,MG,rpsenador,proprio,68,16011,95.5
5748,senado,VENEZIANO VITAL DO RÊGO,PSB,PB,venezianovital,proprio,71,729,6
5783,senado,ZENAIDE MAIA,PROS,RN,zenaidern,proprio,0,0,0
581,senado,JAQUES WAGNER,PT,BA,jaqueswagner,proprio,126,28163,92
5894,senado,FLÁVIO BOLSONARO,PSL,RJ,FlavioBolsonaro,proprio,35,715380,19126
5895,senado,JORGE KAJURU,PSB,GO,SenadorKajuru,proprio,666,330267,91.5
5899,senado,VANDERLAN CARDOSO,PP,GO,Vanderlan_VC,proprio,195,2784,10
5905,senado,RODRIGO CUNHA,PSDB,AL,RodrigoCunhaAL,proprio,14,2494,66
5924,senado,ORIOVISTO GUIMARÃES,PODE,PR,Sen_Oriovisto,proprio,63,2351,8
5926,senado,LUCAS BARRETO,PSD,AP,LucasBarreto_AP,proprio,9,392,45
5929,senado,SELMA ARRUDA,PSL,MT,SenadoraSelma,proprio,8,294,20.5
5942,senado,MARCOS DO VAL,PPS,ES,marcosdoval,proprio,193,16158,18
5953,senado,FABIANO CONTARATO,REDE,ES,ContaratoSenado,proprio,194,7766,21
5959,senado,STYVENSON VALENTIM,PODE,RN,SenStyvenson,proprio,187,4367,17
5967,senado,ANGELO CORONEL,PSD,BA,angelocoronel_,proprio,182,1329,4
5973,senado,CID GOMES,PDT,CE,cidfgomes,proprio,1,581,581
5976,senado,EDUARDO GIRÃO,PODE,CE,EduGiraoOficial,proprio,16,28885,436
5979,senado,LEILA BARROS,PSB,DF,leiladovolei,proprio,113,7203,32
5982,senado,ALESSANDRO VIEIRA,PPS,SE,sen_alessandro,proprio,92,38140,34
5985,senado,NELSINHO TRAD,PSD,MS,nelsinhotrad,proprio,39,322,6
5988,senado,SORAYA THRONICKE,PSL,MS,SorayaThronicke,proprio,265,97827,17
5990,senado,CARLOS VIANA,PSD,MG,carlosaviana,proprio,265,45589,47
5998,senado,DANIELLA RIBEIRO,PP,PB,soudaniella111,proprio,60,1227,11
6027,senado,MECIAS DE JESUS,PRB,RR,meciasdejesus,proprio,85,325,3
66179,câmara,NORMA AYUB,DEM,ES,NA,proprio,0,0,0
66828,câmara,FAUSTO PINATO,PP,SP,faustopinato,proprio,0,0,0
67138,câmara,IRACEMA PORTELLA,PP,PI,iracemaportela,proprio,0,0,0
677,senado,ROBERTO ROCHA,PSDB,MA,SigaRoberto_,proprio,141,19610,15
68720,câmara,FÁBIO HENRIQUE,PDT,SE,FabioHenriqueSE,proprio,17,112,5
69871,câmara,BACELAR,PODE,BA,DeputadoBacelar,proprio,1682,5712,2
70,senado,RENAN CALHEIROS,MDB,AL,renancalheiros,proprio,47,65126,496
72442,câmara,FELIPE CARRERAS,PSB,PE,felipecarreras,proprio,30,525,13
73433,câmara,ARLINDO CHINAGLIA,PT,SP,achinaglia,proprio,7,69,13
73441,câmara,CELSO RUSSOMANNO,PRB,SP,celsorussomanno,proprio,43,528,11
73460,câmara,GUSTAVO FRUET,PDT,PR,gustavofruet,proprio,205,5554,18
73466,câmara,RUBENS BUENO,PPS,PR,rubensbuenopps,proprio,91,1923,9
73482,câmara,HENRIQUE FONTANA,PT,RS,henriquefontana,proprio,0,0,0
73486,câmara,POMPEO DE MATTOS,PDT,RS,PompeodeMattos,proprio,267,5607,8
73531,câmara,IVAN VALENTE,PSOL,SP,ivanvalente,proprio,0,0,0
73586,câmara,JÚLIO DELGADO,PSB,MG,depjuliodelgado,proprio,0,0,0
73604,câmara,RUI FALCÃO,PT,SP,rfalcao13,proprio,63,27549,170
73692,câmara,OSMAR TERRA,MDB,RS,osmarterra,proprio,0,0,0
73696,câmara,ANGELA AMIN,PP,SC,angelaamin11,proprio,0,0,0
73701,câmara,BENEDITA DA SILVA,PT,RJ,dasilvabenedita ‏,proprio,0,0,0
73772,câmara,HERMES PARCIANELLO,MDB,PR,parcianello,proprio,0,0,0
73788,câmara,RICARDO BARROS,PP,PR,RicardoBarrosPP,proprio,17,210,6
73801,câmara,RENILDO CALHEIROS,PCdoB,PE,renildo,proprio,39,117,2
73808,câmara,SÉRGIO BRITO,PSD,BA,sergiobritoBA,proprio,0,0,0
73891,câmara,DARCÍSIO PERONDI,MDB,RS,darcisioperondi,proprio,26,28,0.5
739,senado,CIRO NOGUEIRA,PP,PI,ciro_nogueira,proprio,89,3293,9
73943,câmara,PERPÉTUA ALMEIDA,PCdoB,AC,perpetua_acre,proprio,85,1364,6
74043,câmara,WELLINGTON ROBERTO,PR,PB,wr22,proprio,0,0,0
74044,câmara,WILSON SANTIAGO,PTB,PB,WilsonSantiago_,proprio,2,10,5
74052,câmara,BOSCO COSTA,PR,SE,BoscoCosta1234,proprio,0,0,0
74057,câmara,ALICE PORTUGAL,PCdoB,BA,Alice_Portugal,proprio,290,9732,10.5
74060,câmara,DANIEL ALMEIDA,PCdoB,BA,Daniel_PCdoB‏,proprio,0,0,0
74075,câmara,ELCIONE BARBALHO,MDB,PA,elcionepmdb,proprio,35,531,10
74079,câmara,JOSÉ PRIANTE,MDB,PA,priante,proprio,0,0,0
74090,câmara,ÁTILA LINS,PP,AM,NA,proprio,0,0,0
74141,câmara,JOSIAS GOMES,PT,BA,josiasgomesba,proprio,173,174,1
74156,câmara,LEONARDO MONTEIRO,PT,MG,depleomonteiro,proprio,154,3166,9
74158,câmara,MÁRIO HERINGER,PDT,MG,mario_heringer,proprio,163,1703,3
74159,câmara,ODAIR CUNHA,PT,MG,odaircunha_,proprio,9,46,4
74160,câmara,PATRUS ANANIAS,PT,MG,Patrus_Ananias,proprio,216,3843,10
74161,câmara,REGINALDO LOPES,PT,MG,ReginaldoLopes,proprio,486,36668,22
742,senado,MARCELO CASTRO,MDB,PI,MarceloCastroPI,proprio,19,24,1
74262,câmara,CARLOS SAMPAIO,PSDB,SP,carlossampaio_,proprio,37,7996,149
74270,câmara,GILBERTO NASCIMENTO,PSC,SP,gilbertopsc20,proprio,0,0,0
74273,câmara,JEFFERSON CAMPOS,PSB,SP,DepJefferson,proprio,35,71,2
74283,câmara,VICENTINHO,PT,SP,VICENTINHOPT,proprio,98,5804,21
74299,câmara,LEÔNIDAS CRISTINO,PDT,CE,leonidas9099,proprio,0,0,0
74305,câmara,ROBERTO PESSOA,PSDB,CE,RobertoPessoaCE,proprio,0,0,0
74317,câmara,JÚLIO CESAR,PSD,PI,DepJulioCesarPI,proprio,64,168,2
74352,câmara,NILSON PINTO,PSDB,PA,DepNilsonPinto,proprio,0,0,0
74356,câmara,SILAS CÂMARA,PRB,AM,SilasCamaraAM‏,proprio,0,0,0
74366,câmara,JOÃO CAMPOS,PRB,GO,depjoaocampos,proprio,0,0,0
74371,câmara,RUBENS OTONI,PT,GO,RubensOtoni,proprio,127,2554,11
74374,câmara,GERALDO RESENDE,PSDB,MS,dep_geraldo,proprio,7,26,3
74376,câmara,VANDER LOUBET,PT,MS,vanderloubet,proprio,310,406,0
74383,câmara,GIACOBO,PR,PR,fernandogiacobo,proprio,8,6,0.5
74398,câmara,MARIA DO ROSÁRIO,PT,RS,mariadorosario,proprio,258,343545,680.5
74399,câmara,ONYX LORENZONI,DEM,RS,onyxlorenzoni,proprio,63,477622,4609
74400,câmara,PAULO PIMENTA,PT,RS,deputadofederal,proprio,0,0,0
74419,câmara,GONZAGA PATRIOTA,PSB,PE,NA,proprio,0,0,0
74439,câmara,WOLNEY QUEIROZ,PDT,PE,WolneyQueirozM,proprio,11,1476,15
74459,câmara,ÁTILA LIRA,PSB,PI,deputadoatila,proprio,0,0,0
74467,câmara,DAMIÃO FELICIANO,PDT,PB,drdamiao,proprio,0,0,0
74471,câmara,ANDRÉ DE PAULA,PSD,PE,NA,proprio,0,0,0
74478,câmara,LUCIANO BIVAR,PSL,PE,Bivar1717,proprio,0,0,0
74537,câmara,CLAUDIO CAJADO,PP,BA,claudio_cajado,proprio,0,0,0
74554,câmara,JOSÉ ROCHA,PR,BA,joserocha_,proprio,0,0,0
74571,câmara,NELSON PELLEGRINO,PT,BA,nelsonpelegrino,proprio,27,476,9
74585,câmara,LINCOLN PORTELA,PR,MG,lincoln_portela,proprio,5,319,2
74646,câmara,AÉCIO NEVES,PSDB,MG,AecioNeves,proprio,0,0,0
74655,câmara,EDUARDO BARBOSA,PSDB,MG,eduardobarbosa_,proprio,77,125,1
74693,câmara,RODRIGO MAIA,DEM,RJ,DepRodrigomaia,proprio,0,0,0
74749,câmara,MAURO LOPES,MDB,MG,depmaurolopes,proprio,0,0,0
74784,câmara,LUIZA ERUNDINA,PSOL,SP,luizaerundina,proprio,319,77195,42
74848,câmara,JANDIRA FEGHALI,PCdoB,RJ,jandira_feghali,proprio,453,947309,629
751,senado,AROLDE DE OLIVEIRA,PSD,RJ,AroldeOliveira,proprio,154,12924,38.5
75431,câmara,MAURÍCIO DZIEDRICKI,PTB,RS,mauricioptbrs,proprio,3,16,5
76874,câmara,MARCELO FREIXO,PSOL,RJ,MarceloFreixo,proprio,897,1597682,68
81055,câmara,MÁRCIO JERRY,PCdoB,MA,marciojerry,proprio,527,22070,23
81297,câmara,DRA. SORAYA MANATO,PSL,ES,DraManato,proprio,25,225,7
825,senado,PAULO PAIM,PT,RS,paulopaim,proprio,79,61566,553
90,senado,JOSÉ SERRA,PSDB,SP,joseserra_,proprio,27,7470,51
90201,câmara,PEDRO AUGUSTO BEZERRA,PTB,CE,NA,proprio,0,0,0
90842,câmara,SANTINI,PTB,RS,dep_santini,proprio,61,923,12
92102,câmara,LEUR LOMANTO JÚNIOR,DEM,BA,LeurLomantoJr,proprio,8,13,1.5
92346,câmara,EDUARDO BOLSONARO,PSL,SP,bolsonarosp,proprio,0,0,0
92699,câmara,FERNANDO MONTEIRO,PP,PE,fmonteirope,proprio,0,0,0
92776,câmara,STEFANO AGUIAR,PSD,MG,depstefano,proprio,5,20,5
93083,câmara,CACÁ LEÃO,PP,BA,CacaLeao‏,proprio,0,0,0
945,senado,ALVARO DIAS,PODE,PR,alvarodias_,proprio,878,638454,258.5
98057,câmara,LAFAYETTE DE ANDRADA,PRB,MG,dep_lafayette,proprio,39,100,2
